Date,Open,High,Low,Close,Adj Close,Volume
2008-01-02,21.968299865722656,22.06719970703125,21.68160057067871,21.73110008239746,9.465147018432617,19583512
2008-01-03,21.661800384521484,21.75079917907715,21.197200775146484,21.29599952697754,9.27563762664795,45179757
2008-01-04,21.187299728393555,21.582799911499023,21.009300231933594,21.167499542236328,9.219666481018066,34133636
2008-01-07,21.038999557495117,21.94860076904297,21.009300231933594,21.94860076904297,9.559881210327148,39385500
2008-01-08,22.027700424194336,22.640600204467773,22.017799377441406,22.31439971923828,9.719208717346191,60291597
2008-01-09,22.31439971923828,22.541799545288086,21.81999969482422,22.39349937438965,9.753662109375,54795180
2008-01-10,22.611000061035156,22.680200576782227,22.31439971923828,22.52199935913086,9.8096284866333,55233073
2008-01-11,22.39349937438965,22.690099716186523,22.07710075378418,22.07710075378418,9.615852355957031,42417746
2008-01-14,21.978200912475586,22.324199676513672,21.978200912475586,22.017799377441406,9.590022087097168,25394302
2008-01-15,22.106800079345703,22.215499877929688,21.562999725341797,21.592599868774414,9.404823303222656,54217127
2008-01-16,21.592599868774414,21.86949920654297,21.177400588989258,21.404800415039062,9.323023796081543,117003223
2008-01-17,21.701400756835938,21.75079917907715,21.187299728393555,21.30590057373047,9.279948234558105,49474571
2008-01-18,21.30590057373047,21.849700927734375,21.078500747680664,21.286100387573242,9.271324157714844,112569461
2008-01-21,20.940099716186523,21.048900604248047,19.52630043029785,19.822900772094727,8.634016036987305,71581479
2008-01-22,19.822900772094727,20.020599365234375,18.656299591064453,19.902000427246094,8.668469429016113,85954599
2008-01-23,19.902000427246094,20.089799880981445,18.68589973449707,18.784799575805664,8.181863784790039,66670511
2008-01-24,18.784799575805664,19.694400787353516,18.784799575805664,19.67460060119629,8.569422721862793,57442848
2008-01-25,19.67460060119629,20.010799407958984,19.298900604248047,19.427400588989258,8.461753845214844,55477726
2008-01-28,19.427400588989258,19.427400588989258,18.903400421142578,19.190200805664062,8.358440399169922,51773944
2008-01-29,19.190200805664062,19.625200271606445,19.180299758911133,19.45709991455078,8.474689483642578,42288110
2008-01-30,19.45709991455078,19.45709991455078,18.913299560546875,19.071500778198242,8.306737899780273,45008870
2008-01-31,19.071500778198242,19.378000259399414,18.725500106811523,19.318700790405273,8.414408683776855,52399004
2008-02-01,19.585599899291992,19.704299926757812,19.20989990234375,19.555999755859375,8.517766952514648,41670895
2008-02-04,19.555999755859375,19.862499237060547,19.53619956970215,19.595500946044922,8.534969329833984,29672672
2008-02-05,19.625200271606445,19.645000457763672,18.68589973449707,18.68589973449707,8.138789176940918,46363211
2008-02-06,18.49810028076172,19.190200805664062,18.438800811767578,19.111099243164062,8.32398509979248,52801564
2008-02-07,19.111099243164062,19.496700286865234,18.893600463867188,19.08139991760254,8.311049461364746,59378083
2008-02-08,19.08139991760254,19.32859992980957,18.80459976196289,19.08139991760254,8.311049461364746,61598480
2008-02-11,18.9330997467041,19.229700088500977,18.81450080871582,18.844100952148438,8.207693099975586,31894515
2008-02-12,18.844100952148438,19.476900100708008,18.844100952148438,19.476900100708008,8.483311653137207,65792405
2008-02-13,19.2593994140625,19.368099212646484,18.81450080871582,19.130800247192383,8.33256721496582,61229895
2008-02-14,19.130800247192383,19.39780044555664,18.9330997467041,19.051700592041016,8.298114776611328,54302544
2008-02-15,19.051700592041016,19.111099243164062,18.399200439453125,18.636499404907227,8.117269515991211,55908675
